epoch,train_loss,val_loss
0,0.8632271140813828,0.9613666385412216
1,0.8108347281813622,0.9617264345288277
2,0.7781225517392159,0.9614402130246162
3,0.775738850235939,0.9617390483617783
4,0.7483131289482117,0.9630895331501961
5,0.7549344375729561,0.9609448313713074
6,0.7342800870537758,0.9501596614718437
7,0.7100508585572243,0.8920940533280373
8,0.7125215530395508,0.9373505339026451
9,0.6913640350103378,0.8850460723042488
10,0.6743133068084717,0.9324281364679337
11,0.6773967519402504,0.9404889643192291
12,0.6656079068779945,0.9456580653786659
13,0.6829875484108925,0.890984021127224
14,0.6519671604037285,0.9687484949827194
15,0.6243852525949478,0.8943707421422005
16,0.59928098320961,0.9102224707603455
17,0.5559281036257744,0.9380189701914787
18,0.5109749361872673,0.9370215237140656
19,0.49691011756658554,0.931804969906807
20,0.46448733657598495,0.8922705426812172
21,0.40697579085826874,0.8820139989256859
22,0.3918737545609474,0.9292277470231056
23,0.3731524273753166,0.9745369628071785
24,0.41958557814359665,0.949733704328537
25,0.3443243131041527,0.9500604346394539
26,0.3116399496793747,0.8057454526424408
27,0.27262018620967865,0.9895290806889534
28,0.41578642278909683,0.8778150528669357
29,0.24428202211856842,0.9425288289785385
30,0.22665809839963913,0.9888191223144531
31,0.17664359509944916,0.937310166656971
32,0.1343855783343315,0.8960306867957115
33,0.16846414655447006,0.8441400080919266
34,0.12838535755872726,0.9088663011789322
35,0.11815007776021957,0.9358358979225159
36,0.10785266757011414,0.6956991851329803
37,0.09845242649316788,0.9946635589003563
38,0.08991088718175888,0.7972212210297585
39,0.08026083558797836,0.994869239628315
40,0.07333755493164062,0.9948074966669083
41,0.07483348250389099,0.9950507432222366
42,0.07184912264347076,0.9959299489855766
43,0.12009168416261673,0.8118092566728592
44,0.18545784056186676,0.993635281920433
45,0.13065164536237717,0.9976271316409111
46,0.12706995010375977,0.8510293737053871
47,0.1047617569565773,0.7291096150875092
48,0.08104009926319122,0.6913578882813454
49,0.14942219853401184,0.6141225397586823
50,0.11701055616140366,0.7702319771051407
51,0.07580704987049103,0.6448218673467636
52,0.07109378278255463,0.9458778575062752
53,0.10292115807533264,0.996844582259655
54,0.08618085086345673,0.9968647435307503
55,0.06524955481290817,0.9950389191508293
56,0.062464937567710876,0.8964091241359711
57,0.05100981146097183,0.9839741066098213
58,0.05076095461845398,0.9914850294589996
59,0.05337798595428467,0.9407540634274483
60,0.04619723558425903,0.9065936505794525
61,0.10502540320158005,0.7436364814639091
62,0.09685175120830536,0.9977710172533989
63,0.08138883113861084,0.6677067279815674
64,0.07668437063694,0.6332573592662811
65,0.05722806602716446,0.8120531886816025
66,0.070792056620121,0.9972099810838699
67,0.044759221374988556,0.9966267719864845
68,0.04410668462514877,0.9919292628765106
69,0.04230380803346634,0.9814865067601204
70,0.03889293968677521,0.9868432655930519
71,0.04905133694410324,0.9735042229294777
72,0.047710053622722626,0.9951168075203896
73,0.04257280379533768,0.9442131966352463
74,0.0352877601981163,0.8236765787005424
75,0.038616858422756195,0.8936189338564873
76,0.03540514409542084,0.8721926659345627
77,0.04022950679063797,0.9008690491318703
78,0.0286552757024765,0.8993230238556862
79,0.031040556728839874,0.9092338308691978
80,0.02914515882730484,0.923363946378231
81,0.03730597347021103,0.9522321596741676
82,0.03290381282567978,0.8960336223244667
83,0.03038613498210907,0.8692690059542656
84,0.02905815839767456,0.8708200827240944
85,0.030692756175994873,0.8926357850432396
86,0.02525109052658081,0.88977862149477
87,0.02592805027961731,0.9158170819282532
88,0.02683427184820175,0.920564241707325
89,0.027144677937030792,0.9146021977066994
90,0.023570217192173004,0.9266170412302017
91,0.026652120053768158,0.9302943274378777
92,0.07771207392215729,0.8492986112833023
93,0.04038219898939133,0.834882028400898
94,0.03368965536355972,0.8723132386803627
95,0.0300150066614151,0.8957280069589615
96,0.0367896631360054,0.9148858040571213
97,0.03025040030479431,0.9146256223320961
98,0.030366279184818268,0.9160057529807091
99,0.029409945011138916,0.9099507033824921
